name,type,aggregatable,description,raw / calculated
is_gerrit_review,long,true,Field containing '1' that allows to sum fields when concatenating with other indexes.,GrimoireLab
last_updated,date,true,Date when the changeset was last updated.,Data Source / Parsed
metadata__enriched_on,date,true,Date when the item was enriched.,GrimoireLab
metadata__gelk_backend_name,keyword,true,Grimoire-ELK backend name.,GrimoireLab
metadata__gelk_version,keyword,true,Grimoire-ELK version.,GrimoireLab
metadata__timestamp,date,true,Date when the item was stored in RAW index.,GrimoireLab
metadata__updated_on,date,true,Date when the item was updated in its original data-source.,GrimoireLab
name,keyword,true,Changeset owner name.,Data Source / Parsed
open,boolean,true,True if Changeset status is open,Data Source / Parsed
opened,date,true,Changeset sent date.,Data Source / Parsed
origin,keyword,true,Original URL where the changeset was retrieved.,Data Source / Parsed
owner_bot,boolean,true,True if the given changeset owner is identified as a bot.,GrimoireLab / SortingHat
owner_domain,keyword,true,Domain associated to the changeset owner in SortingHat profile.,GrimoireLab / SortingHat
owner_gender,keyword,true,Changeset owner gender.,GrimoireLab / SortingHat
owner_gender_acc,long,true,Accuracy of the changeset owner gender.,GrimoireLab / SortingHat
owner_id,keyword,true,Changeset owner Id from SortingHat.,GrimoireLab / SortingHat
owner_name,keyword,true,Changeset owner name.,GrimoireLab / SortingHat
owner_org_name,keyword,true,Organization the changeset owner belongs to.,GrimoireLab / SortingHat
owner_user_name,keyword,true,Changeset owner user name.,GrimoireLab / SortingHat
owner_uuid,keyword,true,Changeset owner unique identifier from SortingHat.,GrimoireLab / SortingHat
patchset_author_domain,keyword,true,Domain of the developer authoring the patchset.,GrimoireLab / SortingHat
patchset_author_name,keyword,true,Name of developer authoring the patchset.,Data Source / Parsed
patchset_created_on,date,true,Date when the patchset was created.,Data Source / Parsed
patchset_isDraft,boolean,true,True if the patchset is a draft.,Data Source / Parsed
patchset_kind,keyword,true,Patchset type.,Data Source / Parsed
patchset_number,long,true,Patchset number.,Data Source / Parsed
patchset_ref,keyword,true,Patchset reference.,Data Source / Parsed
patchset_revision,keyword,true,Patchset revision.,Data Source / Parsed
patchset_sizeDeletions,long,true,Size of the patchset deletion.,Data Source / Parsed
patchset_sizeInsertions,long,true,Size of the patchset insertions.,Data Source / Parsed
patchset_time_to_first_review,double,true,Time to first review of the patchset in days.,Data Source / Parsed
patchset_uploader_domain,keyword,true,Domain of the developer sending the patchset.,GrimoireLab / SortingHat
patchset_uploader_name,keyword,true,Name of developer sending the patchset.,Data Source / Parsed
patchsets,long,true,Number of patchsets/iterations involved in the changeset.,Data Source / Parsed
project,keyword,true,First level project hierarchy.,GrimoireLab / projects.json
project_1,keyword,true,Second level project hierarchy (typically not used in Gerrit).,GrimoireLab / projects.json
repository,keyword,true,Repository (project in Gerrit terminology) where the changeset is sent.,Data Source / Parsed
repository_labels,keyword,true,Custom repository labels defined by the user.,GrimoireLab / projects.json
reviewer_bot,boolean,true,True if the given patchset reviewer is identified as a bot.,GrimoireLab / SortingHat
reviewer_domain,keyword,true,Domain associated to the patchset reviewer in SortingHat profile.,GrimoireLab / SortingHat
reviewer_gender,keyword,true,Patchset reviewer gender.,Data Source / Parsed
reviewer_gender_acc,long,true,Accuracy of the patchset reviewer gender.,Data Source / Parsed
reviewer_id,keyword,true,Patchset reviewer Id from SortingHat.,Data Source / Parsed
reviewer_name,keyword,true,Patchset reviewer name.,Data Source / Parsed
reviewer_org_name,keyword,true,Organization the patchset reviewer belongs to.,GrimoireLab / SortingHat
reviewer_user_name,keyword,true,Patchset reviewer user name.,Data Source / Parsed
reviewer_uuid,keyword,true,Patchset reviewer unique identifier from SortingHat.,GrimoireLab / SortingHat
status,keyword,true,"Changeset status such as Abandoned, Merged or Open. The actual value depends on the instance of Gerrit.",Data Source / Parsed
status_value,keyword,true,"Value of the last code-review approval made by someone else than the author for a given changeset, it can be -2 -1 1 or 2.",Data Source / Parsed
summary,keyword,true,Text summary added by the developer. This is typically the commit message.,Data Source / Parsed
summary_analyzed,text,false,Text summary added by the developer. This is typically the commit message. This field is tokenized for searching purposes.,Data Source / Parsed
tag,keyword,true,Perceval tag.,Data Source / Parsed
timeopen,double,true,Time that the changeset has been opened in days.,Data Source / Parsed
time_to_first_review,double,true,Time to first review of the changeset in days.,Data Source / Parsed
type,keyword,true,"Type of the enriched items, it can be: changeset, comment, patchset and approval.",Data Source / Parsed
uploader_bot,boolean,true,True if the given patchset uploader is identified as a bot.,GrimoireLab / SortingHat
uploader_domain,keyword,true,Domain associated to the patchset uploader in SortingHat profile.,GrimoireLab / SortingHat
uploader_gender,keyword,true,Patchset uploader gender.,Data Source / Parsed
uploader_gender_acc,keyword,true,Accuracy of the patchset uploader gender.,Data Source / Parsed
uploader_id,keyword,true,Patchset uploader Id from SortingHat.,Data Source / Parsed
uploader_name,keyword,true,Patchset uploader name.,Data Source / Parsed
uploader_org_name,keyword,true,Organization the patchset uploader belongs to.,GrimoireLab / SortingHat
uploader_user_name,keyword,true,Patchset uploader user name.,Data Source / Parsed
uploader_uuid,keyword,true,Patchset uploader unique identifier from SortingHat.,GrimoireLab / SortingHat
url,keyword,true,Full URL pointing to the changeset.,Data Source / Parsed
uuid,keyword,true,Perceval UUID,Data Source / Parsed
wip,boolean,true,True if Changeset is marked as Work In Progress,Data Source / Parsed
