name,type,aggregatable,description,raw / calculated
issue_id,long,true,Issue ID on GitHub.,Data Source / Parsed
issue_id_in_repo,keyword,true,The issue's ID in the repository.,Data Source / Parsed
issue_labels,keyword,true,The labels assigned to an issue.,Data Source / Parsed
issue_pull_request,boolean,true,True if the issue is a pull request.,Data Source / Parsed
issue_state,keyword,true,State of the issue (open/closed).,Data Source / Parsed
issue_updated_at,date,true,Date when the issue was last updated.,Data Source / Parsed
issue_url,keyword,true,Full URL of the issue.,Data Source / Parsed
item_type,keyword,true,The type of the item (issue/comment).,Data Source / Parsed
metadata__enriched_on,date,true,Date when the data were enriched.,GrimoireLab
metadata__gelk_backend_name,keyword,true,Name of the backend used to enrich the data.,GrimoireLab
metadata__gelk_version,keyword,true,Version of the backend used to enrich the data.,GrimoireLab
metadata__timestamp,date,true,Date when the item was stored in ElasticSearch raw index.,GrimoireLab
metadata__updated_on,date,true,Date when the item was updated on its original data source.,GrimoireLab
origin,keyword,true,The original URL from which the repository was retrieved from.,Data Source / Parsed
project_1,keyword,true,Used if more than one project levels are allowed in the project hierarchy.,GrimoireLab / projects.json
project,keyword,true,Project name.,GrimoireLab / projects.json
reaction_confused,long,true,Number of reactions 'confused'.,Data Source / Parsed
reaction_eyes,long,true,Number of reactions 'eyes'.,Data Source / Parsed
reaction_heart,long,true,Number of reactions 'heart'.,Data Source / Parsed
reaction_hooray,long,true,Number of reactions 'hooray'.,Data Source / Parsed
reaction_rocket,long,true,Number of reactions 'rocket'.,Data Source / Parsed
reaction_thumb_down,long,true,Number of reactions '-1'.,Data Source / Parsed
reaction_thumb_up,long,true,Number of reactions '+1'.,Data Source / Parsed
reaction_total_count,long,true,Number of total reactions.,Data Source / Parsed
repository,keyword,true,Repository name.,Data Source / Parsed
repository_labels,keyword,true,Custom repository labels defined by the user.,GrimoireLab / projects.json
sub_type,keyword,true,Type of the comment (issue comment).,Data Source / Parsed
tag,keyword,true,Perceval tag.,Data Source / Parsed
time_open_days,float,true,Time the item is open counted in days.,Data Source / Parsed
time_to_close_days,float,true,Time to close an issue counted in days.,Data Source / Parsed
time_to_first_attention,float,true,Time to first attention to an issue counted in days.,Data Source / Parsed
issue_title_analyzed,text,false,Issue title split by terms to allow searching.,Data Source / Parsed
issue_title,keyword,true,The title of the issue.,Data Source / Parsed
url,keyword,true,Url of the issue/comment.,Data Source / Parsed
user_data_bot,boolean,true,True/False if the user is a bot or not.,GrimoireLab / SortingHat
user_data_domain,keyword,true,User's domain name from SortingHat profile.,GrimoireLab / SortingHat
user_data_gender,keyword,true,User gender.,GrimoireLab / SortingHat
user_data_gender_acc,keyword,true,Accuracy to assess user gender.,GrimoireLab / SortingHat
user_data_id,keyword,true,User's ID from SortingHat profile.,GrimoireLab / SortingHat
user_data_name,keyword,true,User's name from SortingHat profile.,GrimoireLab / SortingHat
user_data_org_name,keyword,true,User's organization name from SortingHat profile.,GrimoireLab / SortingHat
user_data_user_name,keyword,true,User's username from SortingHat profile.,GrimoireLab / SortingHat
user_data_uuid,keyword,true,User's UUID from SortingHat profile.,GrimoireLab / SortingHat
user_domain,keyword,true,User's domain name from GitHub.,GrimoireLab / SortingHat
user_geolocation,geo_point,true,User's global location using coordinates.,GrimoireLab / SortingHat
user_location,keyword,true,User's geographical location.,GrimoireLab / SortingHat
user_login,keyword,true,User's login name from GitHub.,GrimoireLab / SortingHat
user_name,keyword,true,User's name.,GrimoireLab / SortingHat
user_org,keyword,true,User's organization name.,GrimoireLab / SortingHat
uuid,keyword,true,Perceval UUID.,Data Source / Parsed
